LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN5111500000000,51,115,"Mathews County, VA",2016,"4,067","3,906",161,4.2,4,3.7,3,2.9,8834,8769,8709,8792,8834,54408,54301,54917,56110,56938,,,
CN5111700000000,51,117,"Mecklenburg County, VA",2016,"12,420","11,722",698,6.1,5.7,4.9,4.1,4,30922,30813,30693,30624,30587,54408,54301,54917,56110,56938,,,
CN5111900000000,51,119,"Middlesex County, VA",2016,"4,985","4,797",188,4.2,3.9,3.2,2.7,2.6,10686,10749,10625,10733,10582,54408,54301,54917,56110,56938,,,
CN5112100000000,51,121,"Montgomery County, VA",2016,"49,782","47,776","2,006",4.3,4.2,3.7,3,2.8,97317,98172,98142,98532,98535,54408,54301,54917,56110,56938,,,
CN5112500000000,51,125,"Nelson County, VA",2016,"7,223","6,966",257,4.1,3.6,3.5,3.1,2.8,14760,14805,14800,14862,14930,54408,54301,54917,56110,56938,,,
CN5112700000000,51,127,"New Kent County, VA",2016,"11,325","10,942",383,3.8,3.4,3.2,2.8,2.4,20377,21009,21638,22317,23091,54408,54301,54917,56110,56938,,,
CN5113100000000,51,131,"Northampton County, VA",2016,"5,905","5,567",338,6.1,5.9,5.6,5.5,4.4,12080,12002,11872,11761,11710,54408,54301,54917,56110,56938,,,
CN5113300000000,51,133,"Northumberland County, VA",2016,"5,452","5,157",295,6.1,5.5,5.2,4.5,4.3,12241,12176,12271,12168,12095,54408,54301,54917,56110,56938,,,
CN5113500000000,51,135,"Nottoway County, VA",2016,"7,050","6,772",278,4.5,4,3.8,3.1,2.8,15606,15495,15432,15400,15232,54408,54301,54917,56110,56938,,,
CN5113700000000,51,137,"Orange County, VA",2016,"16,375","15,717",658,4.6,4.1,3.8,3.1,3,35178,35354,35870,36598,37051,54408,54301,54917,56110,56938,,,
CN5113900000000,51,139,"Page County, VA",2016,"11,534","10,893",641,6.9,5.6,5.1,4.2,3.8,23662,23619,23784,23972,23902,54408,54301,54917,56110,56938,,,
CN5114100000000,51,141,"Patrick County, VA",2016,"8,034","7,648",386,5.4,4.9,4.2,3.9,3.5,17960,17796,17713,17663,17608,54408,54301,54917,56110,56938,,,
CN5114300000000,51,143,"Pittsylvania County, VA",2016,"29,629","28,231","1,398",5.3,4.8,4.3,3.6,3.4,62010,61704,61309,60901,60354,54408,54301,54917,56110,56938,,,
CN5114500000000,51,145,"Powhatan County, VA",2016,"13,523","13,043",480,4,3.6,3.3,2.7,2.5,28056,28443,28716,29210,29652,54408,54301,54917,56110,56938,,,
CN5114700000000,51,147,"Prince Edward County, VA",2016,"10,140","9,599",541,6.3,5.4,4.8,3.9,3.8,23120,23020,22678,22906,22802,54408,54301,54917,56110,56938,,,
CN5114900000000,51,149,"Prince George County, VA",2016,"15,022","14,301",721,5.4,4.9,4.5,3.7,3.4,38246,37972,38006,37993,38353,54408,54301,54917,56110,56938,,,
CN5115300000000,51,153,"Prince William County, VA",2016,"234,139","225,737","8,402",4.1,3.7,3.4,2.8,2.5,450978,456496,463069,466235,470335,54408,54301,54917,56110,56938,,,
CN5115500000000,51,155,"Pulaski County, VA",2016,"16,498","15,539",959,5.1,6,5.3,3.5,3.4,34351,34249,34225,34060,34027,54408,54301,54917,56110,56938,,,
CN5115700000000,51,157,"Rappahannock County, VA",2016,"3,720","3,590",130,4.2,3.6,3.5,2.8,2.5,7400,7380,7393,7345,7370,54408,54301,54917,56110,56938,,,
CN5115900000000,51,159,"Richmond County, VA",2016,"3,897","3,752",145,4.6,3.7,3.6,3.2,3,8781,8758,8889,8970,9023,54408,54301,54917,56110,56938,,,
CN5116100000000,51,161,"Roanoke County, VA",2016,"49,286","47,539","1,747",3.9,3.6,3.4,2.8,2.5,93376,93528,93939,94086,94186,54408,54301,54917,56110,56938,,,
CN5116300000000,51,163,"Rockbridge County, VA",2016,"10,336","9,880",456,4.7,4.4,4.1,3,2.7,22396,22450,22668,22761,22573,54408,54301,54917,56110,56938,,,
CN5116500000000,51,165,"Rockingham County, VA",2016,"40,447","39,048","1,399",4.1,3.6,3.2,2.7,2.4,78445,79367,80397,81261,81948,54408,54301,54917,56110,56938,,,
CN5116700000000,51,167,"Russell County, VA",2016,"11,162","10,439",723,6.6,6.5,5.2,4.3,4.2,27854,27422,27046,26795,26586,54408,54301,54917,56110,56938,,,
CN5116900000000,51,169,"Scott County, VA",2016,"9,471","9,014",457,5.2,4.9,4,3.3,3.1,22296,22082,21893,21672,21566,54408,54301,54917,56110,56938,,,
CN5117100000000,51,171,"Shenandoah County, VA",2016,"20,845","20,068",777,4.3,3.8,3.4,2.9,2.5,42848,42907,43276,43473,43616,54408,54301,54917,56110,56938,,,
CN5117300000000,51,173,"Smyth County, VA",2016,"13,728","12,936",792,6.5,5.9,5,4,3.7,31419,31126,30731,30454,30104,54408,54301,54917,56110,56938,,,
CN5117500000000,51,175,"Southampton County, VA",2016,"9,038","8,686",352,4,4,3.6,2.8,2.7,18136,18080,17841,17713,17631,54408,54301,54917,56110,56938,,,
CN5117700000000,51,177,"Spotsylvania County, VA",2016,"64,475","61,857","2,618",4.6,4.1,3.7,3.1,2.9,129948,131252,132739,134011,136215,54408,54301,54917,56110,56938,,,
CN5117900000000,51,179,"Stafford County, VA",2016,"67,494","64,858","2,636",4.5,4,3.6,3,2.8,140868,143501,146792,149824,152882,54408,54301,54917,56110,56938,,,
CN5118100000000,51,181,"Surry County, VA",2016,"3,649","3,457",192,5.1,5.3,4.4,3.5,3.4,6671,6554,6503,6463,6422,54408,54301,54917,56110,56938,,,
CN5118300000000,51,183,"Sussex County, VA",2016,"4,037","3,789",248,6.9,6.3,5.9,5,4.5,11692,11414,11379,11241,11159,54408,54301,54917,56110,56938,,,
CN5118500000000,51,185,"Tazewell County, VA",2016,"15,969","14,764","1,205",7.4,7.6,5.6,4.5,4.4,42905,42155,41303,41058,40595,54408,54301,54917,56110,56938,,,
CN5118700000000,51,187,"Warren County, VA",2016,"19,746","18,956",790,4.8,4.1,3.7,3.1,2.8,38716,39165,39409,40006,40164,54408,54301,54917,56110,56938,,,
CN5119100000000,51,191,"Washington County, VA",2016,"26,933","25,725","1,208",4.8,4.6,4.1,3.4,3.3,54268,54100,54179,54067,53740,54408,54301,54917,56110,56938,,,
CN5119300000000,51,193,"Westmoreland County, VA",2016,"8,926","8,516",410,5.4,4.6,4.4,3.7,3.5,17549,17649,17725,17817,18015,54408,54301,54917,56110,56938,,,
CN5119500000000,51,195,"Wise County, VA",2016,"13,063","11,948","1,115",8.3,8.6,6.4,5,4.6,39572,39027,38574,37875,37383,54408,54301,54917,56110,56938,,,
CN5119700000000,51,197,"Wythe County, VA",2016,"13,588","12,815",773,5.4,5.8,5,3.8,3.6,29097,28912,28829,28698,28684,54408,54301,54917,56110,56938,,,
CN5119900000000,51,199,"York County, VA",2016,"31,985","30,741","1,244",4.3,3.9,3.5,2.8,2.7,67802,67832,68022,67976,68280,54408,54301,54917,56110,56938,,,
CN5151000000000,51,510,"Alexandria city, VA",2016,"95,389","92,649","2,740",3.3,2.9,2.8,2.3,2.1,153654,156698,159215,159069,159428,54408,54301,54917,56110,56938,,,
CN5152000000000,51,520,"Bristol city, VA",2016,"7,501","7,122",379,5.4,5.1,4.5,3.8,3.8,17146,17088,16880,16685,16762,54408,54301,54917,56110,56938,,,
CN5153000000000,51,530,"Buena Vista city, VA",2016,"3,262","3,095",167,5.1,5.1,4.2,3.2,2.7,6529,6435,6482,6494,6478,54408,54301,54917,56110,56938,,,
CN5154000000000,51,540,"Charlottesville city, VA",2016,"24,830","23,999",831,3.7,3.4,3.1,2.6,2.4,46301,46943,47463,47506,47266,54408,54301,54917,56110,56938,,,
CN5155000000000,51,550,"Chesapeake city, VA",2016,"116,459","111,486","4,973",4.5,4.3,3.8,3.1,2.9,235111,237464,240143,242359,244835,54408,54301,54917,56110,56938,,,
CN5157000000000,51,570,"Colonial Heights city, VA",2016,"8,784","8,396",388,4.7,4.5,4,3.4,3.2,17444,17398,17424,17504,17370,54408,54301,54917,56110,56938,,,
CN5158000000000,51,580,"Covington city, VA",2016,"2,379","2,241",138,6,5.9,6,4.8,4.2,5663,5637,5576,5578,5538,54408,54301,54917,56110,56938,,,
CN5159000000000,51,590,"Danville city, VA",2016,"19,036","17,892","1,144",7.2,6.1,5.6,5.1,5,41947,41665,41044,40649,40044,54408,54301,54917,56110,56938,,,
CN5159500000000,51,595,"Emporia city, VA",2016,"2,230","2,086",144,7,6.5,5.3,4.8,5,5558,5478,5467,5363,5346,54408,54301,54917,56110,56938,,,
CN5160000000000,51,600,"Fairfax city, VA",2016,"12,950","12,556",394,3.5,3.1,2.9,2.3,2.1,23230,23246,23435,23725,24019,54408,54301,54917,56110,56938,,,
CN5161000000000,51,610,"Falls Church city, VA",2016,"7,948","7,732",216,3,2.8,2.6,2.2,2,13728,13582,14245,14467,14617,54408,54301,54917,56110,56938,,,
CN5162000000000,51,620,"Franklin city, VA",2016,"3,547","3,336",211,6.7,6.1,5.3,4.4,4,8331,8201,8145,8089,7967,54408,54301,54917,56110,56938,,,
CN5163000000000,51,630,"Fredericksburg city, VA",2016,"13,530","12,891",639,5.3,4.8,4.4,3.5,3.4,28043,28360,28498,29171,29036,54408,54301,54917,56110,56938,,,
CN5164000000000,51,640,"Galax city, VA",2016,"2,905","2,760",145,5.5,5,4.2,3.5,3.3,6800,6604,6484,6348,6347,54408,54301,54917,56110,56938,,,
CN5165000000000,51,650,"Hampton city, VA",2016,"64,276","60,662","3,614",6,5.8,5,4.1,3.8,136264,135374,134725,134330,134510,54408,54301,54917,56110,56938,,,
CN5166000000000,51,660,"Harrisonburg city, VA",2016,"24,269","23,127","1,142",5.3,4.9,4.4,3.5,3.2,52675,53542,53644,53488,53016,54408,54301,54917,56110,56938,,,
CN5167000000000,51,670,"Hopewell city, VA",2016,"9,681","9,052",629,7.6,6.6,6.1,4.9,4.3,22231,22539,22505,22478,22529,54408,54301,54917,56110,56938,,,
CN5167800000000,51,678,"Lexington city, VA",2016,"2,255","2,113",142,6.8,6.2,6,4.8,4.7,7162,7148,7154,7297,7446,54408,54301,54917,56110,56938,,,
CN5168000000000,51,680,"Lynchburg city, VA",2016,"35,374","33,549","1,825",5.6,5.3,4.9,4.1,3.7,79134,79710,80523,81309,82168,54408,54301,54917,56110,56938,,,
CN5168300000000,51,683,"Manassas city, VA",2016,"21,834","21,058",776,4.2,3.6,3.4,2.7,2.5,41409,41189,41141,41046,41085,54408,54301,54917,56110,56938,,,
CN5168500000000,51,685,"Manassas Park city, VA",2016,"8,410","8,112",298,4.2,3.7,3.3,2.8,2.5,16129,16456,17149,17718,17478,54408,54301,54917,56110,56938,,,
CN5169000000000,51,690,"Martinsville city, VA",2016,"5,165","4,799",366,8.8,7.1,6.3,4.7,4.1,13259,12996,12823,12627,12554,54408,54301,54917,56110,56938,,,
CN5170000000000,51,700,"Newport News city, VA",2016,"88,891","84,375","4,516",5.4,5.2,4.6,3.7,3.5,180958,180209,179447,178523,179225,54408,54301,54917,56110,56938,,,
CN5171000000000,51,710,"Norfolk city, VA",2016,"110,644","104,850","5,794",5.6,5.3,4.6,3.7,3.5,246457,245680,244543,243585,242742,54408,54301,54917,56110,56938,,,
CN5172000000000,51,720,"Norton city, VA",2016,"1,649","1,537",112,6.9,6.9,5.2,4,3.7,4009,3972,3918,3972,3981,54408,54301,54917,56110,56938,,,
CN5173000000000,51,730,"Petersburg city, VA",2016,"13,509","12,476","1,033",9.2,7.9,7.3,6.2,5.6,31892,31380,31137,31056,31346,54408,54301,54917,56110,56938,,,
CN5173500000000,51,735,"Poquoson city, VA",2016,"6,178","5,960",218,3.9,3.5,3.4,2.7,2.4,12021,11952,12039,12169,12271,54408,54301,54917,56110,56938,,,
CN5174000000000,51,740,"Portsmouth city, VA",2016,"44,370","41,682","2,688",6.2,6.2,5.4,4.1,3.9,96336,95165,94838,94750,94398,54408,54301,54917,56110,56938,,,
CN5175000000000,51,750,"Radford city, VA",2016,"8,316","7,869",447,5.7,5.5,4.9,3.9,3.6,17295,17324,17484,18101,18249,54408,54301,54917,56110,56938,,,
CN5176000000000,51,760,"Richmond city, VA",2016,"113,825","108,599","5,226",5.2,4.7,4.3,3.6,3.3,220856,225369,227230,229221,230436,54408,54301,54917,56110,56938,,,
CN5177000000000,51,770,"Roanoke city, VA",2016,"48,994","46,909","2,085",4.9,4.3,4.1,3.3,3,99669,99337,98986,99009,99143,54408,54301,54917,56110,56938,,,
CN5177500000000,51,775,"Salem city, VA",2016,"12,824","12,319",505,4.4,4,3.7,3,2.8,25364,25252,25373,25293,25301,54408,54301,54917,56110,56938,,,
CN5179000000000,51,790,"Staunton city, VA",2016,"11,933","11,471",462,4.4,3.9,3.6,2.9,2.7,24185,24156,24325,24562,24932,54408,54301,54917,56110,56938,,,
CN5180000000000,51,800,"Suffolk city, VA",2016,"42,341","40,358","1,983",5,4.7,4.1,3.3,3,88079,89194,90108,90975,92108,54408,54301,54917,56110,56938,,,
CN5181000000000,51,810,"Virginia Beach city, VA",2016,"228,787","219,775","9,012",4.3,4,3.5,2.9,2.7,450304,450983,449896,449849,449974,54408,54301,54917,56110,56938,,,
CN5182000000000,51,820,"Waynesboro city, VA",2016,"10,105","9,691",414,4.8,4.2,4,3.3,2.9,21542,21757,22242,22531,22630,54408,54301,54917,56110,56938,,,
CN5183000000000,51,830,"Williamsburg city, VA",2016,"6,630","6,260",370,6.3,5.6,5.2,4.1,3.9,14800,14884,14994,15002,14954,54408,54301,54917,56110,56938,,,
CN5184000000000,51,840,"Winchester city, VA",2016,"14,289","13,726",563,4.4,4,3.6,3,2.8,27480,27785,28178,27962,28078,54408,54301,54917,56110,56938,,,
CN5300100000000,53,1,"Adams County, WA",2016,"8,699","8,107",592,7.1,6.5,5.8,5.6,5.7,19233,19369,19651,19736,19983,62024,63025,65169,68007,69761,,,
CN5300300000000,53,3,"Asotin County, WA",2016,"9,993","9,482",511,4.9,5,4.2,4.4,4.1,22113,22286,22509,22616,22582,62024,63025,65169,68007,69761,,,
CN5300500000000,53,5,"Benton County, WA",2016,"94,454","88,269","6,185",6.8,6.3,5.6,5.4,5.2,190218,193494,198200,201286,204390,62024,63025,65169,68007,69761,,,
CN5300700000000,53,7,"Chelan County, WA",2016,"43,917","41,339","2,578",5.7,5.7,4.9,4.7,4.9,75041,75855,76298,76752,77200,62024,63025,65169,68007,69761,,,
CN5300900000000,53,9,"Clallam County, WA",2016,"27,450","25,278","2,172",8.3,7.6,6.9,6.5,6.6,73202,74240,75637,76551,77331,62024,63025,65169,68007,69761,,,
CN5301100000000,53,11,"Clark County, WA",2016,"220,608","206,811","13,797",6.6,6.1,5.2,4.9,4.7,456939,465272,474381,481427,488241,62024,63025,65169,68007,69761,,,
CN5301300000000,53,13,"Columbia County, WA",2016,"1,732","1,614",118,6.6,6.5,5.7,5.7,5.5,3960,3975,4002,4039,3985,62024,63025,65169,68007,69761,,,
CN5301500000000,53,15,"Cowlitz County, WA",2016,"44,859","41,501","3,358",7.9,7.2,6.2,6.1,6,102999,104740,106805,108752,110593,62024,63025,65169,68007,69761,,,
CN5301700000000,53,17,"Douglas County, WA",2016,"20,661","19,192","1,469",6.5,6.9,5.7,5.5,5.6,40545,41366,42027,42749,43429,62024,63025,65169,68007,69761,,,
CN5301900000000,53,19,"Ferry County, WA",2016,"2,497","2,227",270,10.4,10.4,11.2,11.9,11.3,7520,7531,7576,7638,7627,62024,63025,65169,68007,69761,,,
CN5302100000000,53,21,"Franklin County, WA",2016,"39,969","36,913","3,056",7.7,7.5,6.4,6.2,6.4,88727,90199,91896,94003,95222,62024,63025,65169,68007,69761,,,
CN5302300000000,53,23,"Garfield County, WA",2016,922,867,55,6.3,5.9,5.4,6,5.4,2222,2246,2215,2240,2225,62024,63025,65169,68007,69761,,,
CN5302500000000,53,25,"Grant County, WA",2016,"44,807","41,486","3,321",7.4,7.2,6.3,6.4,6.9,93527,94221,95357,96672,97733,62024,63025,65169,68007,69761,,,
CN5302700000000,53,27,"Grays Harbor County, WA",2016,"27,373","24,989","2,384",9.2,8.3,7.2,6.9,7.1,71011,71531,72490,73801,75061,62024,63025,65169,68007,69761,,,
CN5302900000000,53,29,"Island County, WA",2016,"32,821","30,844","1,977",6.2,5.9,5.3,5.4,5,80022,81692,83250,84227,85141,62024,63025,65169,68007,69761,,,
CN5303100000000,53,31,"Jefferson County, WA",2016,"11,509","10,673",836,7.3,7.1,6.2,5.9,5.6,30339,30910,31210,31746,32221,62024,63025,65169,68007,69761,,,
CN5303300000000,53,33,"King County, WA",2016,"1,208,334","1,160,734","47,600",4.2,3.8,3.5,3.2,2.8,2126178,2166350,2203836,2228364,2252782,62024,63025,65169,68007,69761,,,
CN5303500000000,53,35,"Kitsap County, WA",2016,"117,931","111,115","6,816",5.7,5.6,4.9,4.7,4.6,259232,263142,266289,269276,271473,62024,63025,65169,68007,69761,,,
CN5303700000000,53,37,"Kittitas County, WA",2016,"21,648","20,344","1,304",6.3,6,5.4,5.6,5.5,43095,44922,46176,47358,47935,62024,63025,65169,68007,69761,,,
CN5303900000000,53,39,"Klickitat County, WA",2016,"9,663","8,980",683,7.3,6.8,6,5.8,5.8,21005,21286,21751,22136,22425,62024,63025,65169,68007,69761,,,
CN5304100000000,53,41,"Lewis County, WA",2016,"32,094","29,499","2,595",8.6,7.8,6.7,6.4,6.2,75437,76693,78320,79569,80707,62024,63025,65169,68007,69761,,,
CN5304300000000,53,43,"Lincoln County, WA",2016,"4,885","4,605",280,6,5.6,5,5,5,10285,10335,10585,10726,10939,62024,63025,65169,68007,69761,,,
CN5304500000000,53,45,"Mason County, WA",2016,"23,597","21,748","1,849",8,7.6,6.7,6.5,6.3,60991,62142,63740,65380,66768,62024,63025,65169,68007,69761,,,
CN5304700000000,53,47,"Okanogan County, WA",2016,"21,548","20,055","1,493",7.1,6.7,6.9,6.6,6.8,41356,41579,41915,42117,42243,62024,63025,65169,68007,69761,,,
CN5304900000000,53,49,"Pacific County, WA",2016,"8,334","7,642",692,9.2,8.1,7.2,7.1,6.9,20869,21285,21742,22074,22471,62024,63025,65169,68007,69761,,,
CN5305100000000,53,51,"Pend Oreille County, WA",2016,"4,723","4,294",429,9.8,8.9,7.5,7.3,7.9,13087,13131,13358,13586,13724,62024,63025,65169,68007,69761,,,
CN5305300000000,53,53,"Pierce County, WA",2016,"405,717","380,255","25,462",6.5,6,5.4,5.3,5.1,843778,862895,879654,893756,904980,62024,63025,65169,68007,69761,,,
CN5305500000000,53,55,"San Juan County, WA",2016,"7,902","7,521",381,4.9,4.7,4,4,3.7,16198,16309,16729,17124,17582,62024,63025,65169,68007,69761,,,
CN5305700000000,53,57,"Skagit County, WA",2016,"58,138","54,193","3,945",6.9,6.5,5.6,5.3,5.4,121559,123603,125860,127835,129205,62024,63025,65169,68007,69761,,,
CN5305900000000,53,59,"Skamania County, WA",2016,"5,081","4,715",366,7.6,6.9,6.2,5.7,5.5,11375,11581,11809,11919,12083,62024,63025,65169,68007,69761,,,
CN5306100000000,53,61,"Snohomish County, WA",2016,"412,178","394,217","17,961",4.5,4.2,3.9,3.5,3,769698,787110,802089,813059,822083,62024,63025,65169,68007,69761,,,
CN5306300000000,53,63,"Spokane County, WA",2016,"234,518","219,653","14,865",6.6,6.1,5.5,5.4,5.2,488610,496889,505623,513603,522798,62024,63025,65169,68007,69761,,,
CN5306500000000,53,65,"Stevens County, WA",2016,"17,931","16,395","1,536",9.1,8.3,7.4,7.3,7,43553,44141,44636,45224,45723,62024,63025,65169,68007,69761,,,
CN5306700000000,53,67,"Thurston County, WA",2016,"130,653","123,049","7,604",6.1,5.6,5,4.9,4.8,267978,273714,280269,286056,290536,62024,63025,65169,68007,69761,,,
CN5306900000000,53,69,"Wahkiakum County, WA",2016,"1,296","1,180",116,9.1,8.6,7.4,6.8,6.7,4023,4161,4251,4415,4488,62024,63025,65169,68007,69761,,,
CN5307100000000,53,71,"Walla Walla County, WA",2016,"28,890","27,261","1,629",6,5.4,5,4.8,4.9,59932,60008,60512,60615,60760,62024,63025,65169,68007,69761,,,
CN5307300000000,53,73,"Whatcom County, WA",2016,"107,690","101,212","6,478",6.1,5.8,5.1,4.9,5,211836,216417,221410,225197,229247,62024,63025,65169,68007,69761,,,
CN5307500000000,53,75,"Whitman County, WA",2016,"23,069","21,885","1,184",5,5,4.4,4.5,4.3,48164,48824,49382,49683,50104,62024,63025,65169,68007,69761,,,
CN5307700000000,53,77,"Yakima County, WA",2016,"125,794","115,739","10,055",8.2,7.6,6.9,6.5,7,247800,249327,249922,250562,250873,62024,63025,65169,68007,69761,,,
CN5400100000000,54,1,"Barbour County, WV",2016,"6,896","6,436",460,7.4,6.8,5.8,6,6,16973,16749,16515,16487,16441,37871,37630,38472,39617,40265,,,
CN5400300000000,54,3,"Berkeley County, WV",2016,"54,596","52,511","2,085",4.9,4,3.6,4,3.5,111678,113489,115073,117236,119171,37871,37630,38472,39617,40265,,,
CN5400500000000,54,5,"Boone County, WV",2016,"8,103","7,382",721,9.7,9.1,6.4,6.1,5.5,23252,22809,22369,21953,21457,37871,37630,38472,39617,40265,,,
CN5400700000000,54,7,"Braxton County, WV",2016,"5,494","5,021",473,8.9,8.8,7.5,7,7.4,14375,14323,14217,14076,13957,37871,37630,38472,39617,40265,,,
CN5400900000000,54,9,"Brooke County, WV",2016,"10,030","9,334",696,7.3,7.1,6.1,6.1,5.2,23190,22663,22373,22129,21939,37871,37630,38472,39617,40265,,,
CN5401100000000,54,11,"Cabell County, WV",2016,"41,344","39,392","1,952",5.4,4.8,4.5,4.7,4.2,96582,95681,94452,93035,91945,37871,37630,38472,39617,40265,,,
CN5401300000000,54,13,"Calhoun County, WV",2016,"2,652","2,318",334,12.5,12.9,10.8,10.4,13,7463,7374,7310,7217,7109,37871,37630,38472,39617,40265,,,
CN5401500000000,54,15,"Clay County, WV",2016,"3,248","2,916",332,11.2,10.4,8.6,8.4,8.5,8875,8829,8693,8639,8508,37871,37630,38472,39617,40265,,,
CN5401700000000,54,17,"Doddridge County, WV",2016,"3,747","3,562",185,5.5,5.2,4.3,3.9,4.4,8703,8576,8518,8556,8448,37871,37630,38472,39617,40265,,,
CN5401900000000,54,19,"Fayette County, WV",2016,"15,998","14,741","1,257",8.6,7.9,6.4,6.3,5.7,44707,44179,43607,42982,42406,37871,37630,38472,39617,40265,,,
CN5402100000000,54,21,"Gilmer County, WV",2016,"2,533","2,325",208,7.8,8.3,7.2,6.3,6.8,8306,8134,8042,7898,7823,37871,37630,38472,39617,40265,,,
CN5402300000000,54,23,"Grant County, WV",2016,"5,982","5,633",349,7.6,5.9,5.6,5.7,5.5,11651,11602,11627,11630,11568,37871,37630,38472,39617,40265,,,
CN5402500000000,54,25,"Greenbrier County, WV",2016,"15,612","14,779",833,6.6,5.4,4.9,5,4.6,35580,35532,35208,34792,34662,37871,37630,38472,39617,40265,,,
CN5402700000000,54,27,"Hampshire County, WV",2016,"9,986","9,562",424,5.6,4.4,3.9,4.2,3.8,23311,23316,23386,23357,23175,37871,37630,38472,39617,40265,,,
CN5402900000000,54,29,"Hancock County, WV",2016,"12,817","11,929",888,7.8,7,6,5.8,5.2,29980,29662,29383,29079,28810,37871,37630,38472,39617,40265,,,
CN5403100000000,54,31,"Hardy County, WV",2016,"5,695","5,374",321,7.5,5.7,4.9,5.5,5.1,13826,13812,13849,13764,13776,37871,37630,38472,39617,40265,,,
CN5403300000000,54,33,"Harrison County, WV",2016,"32,181","30,317","1,864",6.3,5.8,4.8,4.5,4.4,68535,68349,67905,67494,67256,37871,37630,38472,39617,40265,,,
CN5403500000000,54,35,"Jackson County, WV",2016,"11,951","11,185",766,7.2,6.5,5.7,4,5,29170,29188,28908,28695,28576,37871,37630,38472,39617,40265,,,
CN5403700000000,54,37,"Jefferson County, WV",2016,"28,743","27,800",943,4.1,3.4,3.1,3.3,3.1,56070,55979,56444,56890,57146,37871,37630,38472,39617,40265,,,
CN5403900000000,54,39,"Kanawha County, WV",2016,"85,541","80,937","4,604",6,5.5,5.1,5.1,4.6,188282,186196,183385,180410,178124,37871,37630,38472,39617,40265,,,
CN5404100000000,54,41,"Lewis County, WV",2016,"6,802","6,229",573,8.2,8.5,6.6,5.5,6.2,16440,16289,16178,16017,15907,37871,37630,38472,39617,40265,,,
CN5404300000000,54,43,"Lincoln County, WV",2016,"7,307","6,692",615,9.7,8.5,6.8,6.9,6.3,21279,21108,20872,20583,20409,37871,37630,38472,39617,40265,,,
CN5404500000000,54,45,"Logan County, WV",2016,"11,139","10,010","1,129",11.2,10.2,7.4,6.9,6,34441,33674,33028,32609,32019,37871,37630,38472,39617,40265,,,
